LAND,REGION,NETZ,ANLAGEN_NR,Zustand 2022
BY,S,Südost-Bayernbahn,(RNI) 16014929,schlecht
BY,S,München,16014963,mangelhaft
BY,S,München,16014997,schlecht
BY,S,München,16015004,schlecht
BY,S,München,16015006,mangelhaft
BY,S,München,16015023,mangelhaft
BY,S,Augsburg,16015028,schlecht
BY,S,Augsburg,16015085,mangelhaft
BY,S,München,16015149,schlecht
BY,S,Südost-Bayernbahn,(RNI) 16015234,schlecht
BY,S,München,16015237,mangelhaft
BY,S,Südost-Bayernbahn,(RNI) 16015292,schlecht
BY,S,Augsburg,16015362,mangelhaft
BY,S,Augsburg,16015377,mangelhaft
BY,S,Augsburg,16015454,schlecht
NW,W,Köln,16015554,mangelhaft
NW,W,Köln,16015579,schlecht
NW,W,Köln,16015582,schlecht
NW,W,Düsseldorf,16015620,mangelhaft
NW,W,Düsseldorf,16015627,schlecht
NW,W,Düsseldorf,16015629,mangelhaft
NW,W,Düsseldorf,16015651,schlecht
RP,MI,Koblenz,16015702,schlecht
BY,S,Augsburg,16015704,schlecht
BY,S,München,16015711,schlecht
BY,S,München,16015716,mangelhaft
BY,S,Augsburg,16015756,schlecht
BY,S,Augsburg,16015762,mangelhaft
BY,S,Augsburg,16015768,schlecht
BY,S,Augsburg,16015790,mangelhaft
BY,S,München,16015862,schlecht
BY,S,München,16015919,mangelhaft
BY,S,München,16015955,schlecht
BY,S,München,16015956,schlecht
BY,S,Augsburg,16016001,mangelhaft
BY,S,München,16016003,einschränkend
BY,S,Augsburg,16016019,mangelhaft
BY,S,Augsburg,16016076,schlecht
BY,S,Augsburg,16016095,schlecht
NW,W,Köln,16016108,mangelhaft
NW,W,Köln,16016113,schlecht
RP,MI,Koblenz,16016125,schlecht
BY,S,Augsburg,16016137,schlecht
NW,W,Düsseldorf,16016180,schlecht
BY,S,Augsburg,16016209,schlecht
BY,S,München,16016285,schlecht
BY,S,München,16016289,schlecht
BY,S,München,16016311,mangelhaft
BY,S,Augsburg,16016360,schlecht
BY,S,Augsburg,16016383,schlecht
BY,S,München,16016426,schlecht
BY,S,Augsburg,16016466,schlecht
BY,S,Augsburg,16016546,schlecht
BY,S,Südost-Bayernbahn,(RNI) 16016560,mangelhaft
BY,S,München,16016589,mangelhaft
BY,S,München,16016591,mangelhaft
BY,S,München,16016598,mangelhaft
NW,W,Düsseldorf,16016613,schlecht
NW,W,Düsseldorf,16016642,schlecht
BY,S,Nürnberg,16016669,mangelhaft
BY,S,Nürnberg,16016671,schlecht
RP,MI,Mainz,16016715,schlecht
BY,S,Nürnberg,16016742,schlecht
BY,S,Nürnberg,16016858,einschränkend
BY,S,Nürnberg,16016867,schlecht
BY,S,Nürnberg,16016882,schlecht
BY,S,Nürnberg,16016892,schlecht
BY,S,Nürnberg,16016896,schlecht
BY,S,Nürnberg,16016898,einschränkend
BY,S,Nürnberg,16016987,schlecht
BY,S,Südost-Bayernbahn,(RNI) 16016993,schlecht
BY,MI,Westfrankenbahn (R,NI) 16017000,mangelhaft
BY,S,Regensburg,16017018,schlecht
BY,S,München,16017076,mangelhaft
BY,S,Nürnberg,16017137,schlecht
BY,S,Nürnberg,16017138,schlecht
BY,S,Nürnberg,16017139,mangelhaft
BY,S,Nürnberg,16017140,schlecht
BY,S,Nürnberg,16017141,schlecht
BY,S,Nürnberg,16017143,einschränkend
BY,S,Nürnberg,16017236,schlecht
BY,S,Nürnberg,16017269,schlecht
BY,S,Nürnberg,16017303,schlecht
BY,S,Würzburg,16017312,schlecht
BY,MI,Westfrankenbahn (R,NI) 16017319,schlecht
BY,MI,Westfrankenbahn (R,NI) 16017348,mangelhaft
BY,S,Regensburg,16017424,mangelhaft
BY,S,Regensburg,16017431,mangelhaft
BY,S,Regensburg,16017452,schlecht
BY,S,Südost-Bayernbahn,(RNI) 16017478,mangelhaft
BY,S,Südost-Bayernbahn,(RNI) 16017483,mangelhaft
BY,S,München,16017553,schlecht
BY,S,München,16017587,schlecht
BY,S,Nürnberg,16017603,schlecht
BY,S,Nürnberg,16017604,schlecht
BY,S,Nürnberg,16017667,schlecht
BY,S,München,16017697,schlecht
BY,S,Augsburg,16017704,schlecht
BY,S,Nürnberg,16017770,schlecht
BY,S,Nürnberg,16017786,schlecht
BY,S,Nürnberg,16017787,schlecht
BY,S,Nürnberg,16017788,schlecht
BY,S,Nürnberg,16017790,schlecht
BY,S,Südost-Bayernbahn,(RNI) 16017854,mangelhaft
BY,S,Südost-Bayernbahn,(RNI) 16017861,schlecht
BY,S,Nürnberg,16017911,schlecht
BY,S,Nürnberg,16017914,schlecht
BY,S,Nürnberg,16017916,schlecht
BY,S,Nürnberg,16017931,schlecht
BY,S,Nürnberg,16017939,schlecht
BY,S,Nürnberg,16017969,schlecht
BY,S,Nürnberg,16017990,schlecht
BY,S,Nürnberg,16017993,schlecht
BY,MI,Westfrankenbahn (R,NI) 16018016,mangelhaft
BY,S,Nürnberg,16018050,schlecht
BY,S,Südost-Bayernbahn,(RNI) 16018079,mangelhaft
BY,S,München,16018087,mangelhaft
BY,S,Südost-Bayernbahn,(RNI) 16018102,mangelhaft
BY,S,Südost-Bayernbahn,(RNI) 16018115,schlecht
BY,S,München,16018134,schlecht
BY,S,München,16018148,schlecht
BY,S,München,16018153,schlecht
BY,S,München,16018156,schlecht
BY,S,München,16018179,schlecht
BY,S,München,16018186,schlecht
BY,S,München,16018203,mangelhaft
BY,S,Würzburg,16018220,schlecht
BY,MI,Westfrankenbahn (R,NI) 16018226,schlecht
BY,S,Nürnberg,16018241,schlecht
BY,S,Würzburg,16018282,schlecht
BY,S,Nürnberg,16018307,schlecht
BY,S,Nürnberg,16018309,schlecht
BY,S,Nürnberg,16018310,schlecht
BY,S,Nürnberg,16018315,mangelhaft
BY,S,München,16018429,schlecht
RP,MI,Mainz,16018469,schlecht
BY,S,Nürnberg,16018486,schlecht
BY,S,Südost-Bayernbahn,(RNI) 16018521,schlecht
BY,S,Regensburg,16018674,mangelhaft
RP,SW,Saarbrücken,16018707,schlecht
RP,SW,Saarbrücken,16018745,schlecht
RP,SW,Saarbrücken,16018754,mangelhaft
RP,SW,Saarbrücken,16018760,schlecht
RP,SW,Saarbrücken,16018762,schlecht
RP,SW,Saarbrücken,16018769,mangelhaft
BW,SW,Stuttgart,16018802,mangelhaft
BW,SW,Stuttgart,16018804,schlecht
BW,SW,Stuttgart,16018832,mangelhaft
BW,SW,Stuttgart,16018834,mangelhaft
BW,SW,Freiburg,16018836,schlecht
BW,SW,Stuttgart,16018859,schlecht
BY,S,Würzburg,16018878,schlecht
BY,S,Regensburg,16018891,schlecht
RP,SW,Saarbrücken,16018911,schlecht
BY,S,Regensburg,16018934,schlecht
BY,S,Regensburg,16018935,schlecht
BY,S,Regensburg,16018980,schlecht
BY,S,Regensburg,16018989,schlecht
BY,S,Regensburg,16018990,schlecht
BY,S,Regensburg,16018991,schlecht
BY,S,Würzburg,16019034,mangelhaft
BY,S,Nürnberg,16019064,schlecht
BY,S,Würzburg,16019093,schlecht
BY,S,Würzburg,16019095,mangelhaft
BY,S,Würzburg,16019120,mangelhaft
BY,S,Würzburg,16019123,schlecht
BY,S,Nürnberg,16019141,mangelhaft
BY,S,Nürnberg,16019145,mangelhaft
BY,S,Nürnberg,16019147,mangelhaft
RP,MI,Mainz,16019161,schlecht
BY,S,Nürnberg,16019202,schlecht
BY,S,Regensburg,16019224,schlecht
BY,S,Regensburg,16019231,schlecht
BY,S,Regensburg,16019280,mangelhaft
BY,S,Regensburg,16019286,schlecht
BY,S,Regensburg,16019310,schlecht
BY,S,Regensburg,16019317,mangelhaft
BY,S,Regensburg,16019350,schlecht
BY,S,Regensburg,16019355,schlecht
BY,S,Regensburg,16019362,schlecht
BY,S,Regensburg,16019364,schlecht
BY,S,Regensburg,16019413,schlecht
BY,S,Nürnberg,16019442,mangelhaft
BY,S,Nürnberg,16019449,schlecht
BY,S,Nürnberg,16019469,schlecht
BY,S,Nürnberg,16019473,schlecht
BY,S,Nürnberg,16019492,schlecht
BY,S,Nürnberg,16019495,mangelhaft
BY,S,Würzburg,16019602,schlecht
BY,S,Würzburg,16019612,mangelhaft
BY,S,Würzburg,16019620,schlecht
BY,S,Würzburg,16019632,mangelhaft
BY,S,Nürnberg,16019663,schlecht
BY,S,Nürnberg,16019672,mangelhaft
BY,S,Nürnberg,16019674,mangelhaft
RP,MI,Mainz,16019701,mangelhaft
RP,MI,Mainz,16019704,schlecht
RP,SW,Saarbrücken,16019767,schlecht
BY,S,Regensburg,16019813,schlecht
BY,S,Regensburg,16019825,schlecht
BY,S,Regensburg,16019855,schlecht
BY,S,Regensburg,16019856,schlecht
BY,S,Nürnberg,16019865,schlecht
BY,S,Nürnberg,16019876,schlecht
BY,S,Nürnberg,16019880,schlecht
BY,S,Nürnberg,16019881,schlecht
BY,S,Würzburg,16019923,schlecht
BY,S,Regensburg,16019982,mangelhaft
BY,S,Regensburg,16020016,schlecht
BW,SW,Stuttgart,16020234,einschränkend
BW,SW,Stuttgart,16020257,schlecht
BY,S,Regensburg,16020265,schlecht
BY,S,Regensburg,16020269,schlecht
BY,S,Regensburg,16020282,mangelhaft
BY,S,Regensburg,16020297,mangelhaft
BY,S,Regensburg,16020306,mangelhaft
RP,MI,Mainz,16020325,schlecht
BY,S,Regensburg,16020369,schlecht
BY,S,Würzburg,16020401,schlecht
RP,SW,Saarbrücken,16020461,schlecht
BY,S,Nürnberg,16020521,schlecht
BY,S,Nürnberg,16020528,schlecht
BY,S,Nürnberg,16020532,schlecht
BY,S,Nürnberg,16020533,schlecht
BY,S,Nürnberg,16020558,schlecht
BY,S,Nürnberg,16020561,schlecht
BY,S,Nürnberg,16020563,einschränkend
BY,S,Nürnberg,16020573,schlecht
BY,S,Nürnberg,16020574,schlecht
BY,S,Regensburg,16020593,mangelhaft
BY,S,Regensburg,16020594,schlecht
BY,S,Regensburg,16020619,schlecht
BY,S,Würzburg,16020626,mangelhaft
BY,S,Nürnberg,16020656,schlecht
BY,S,Nürnberg,16020663,schlecht
BW,SW,Stuttgart,16020692,schlecht
BW,SW,Ulm,16020730,schlecht
BW,SW,Ulm,16020738,schlecht
BW,SW,Stuttgart,16020818,schlecht
BW,SW,Stuttgart,16020866,schlecht
BW,SW,Stuttgart,16020868,schlecht
BW,SW,Stuttgart,16020872,schlecht
BW,SW,Freiburg,16020941,schlecht
SL,SW,Saarbrücken,16020981,schlecht
SL,SW,Saarbrücken,16021002,mangelhaft
RP,MI,Koblenz,16021020,mangelhaft
RP,MI,Koblenz,16021030,schlecht
SL,SW,Saarbrücken,16021168,schlecht
SL,SW,Saarbrücken,16021177,schlecht
SL,SW,Saarbrücken,16021198,mangelhaft
SL,SW,Saarbrücken,16021207,schlecht
SL,SW,Saarbrücken,16021225,mangelhaft
BW,SW,Ulm,16021283,schlecht
BW,SW,Ulm,16021296,mangelhaft
BW,SW,Ulm,16021323,mangelhaft
BW,SW,Freiburg,16021336,schlecht
BW,SW,Freiburg,16021338,schlecht
BW,SW,Stuttgart,16021350,schlecht
RP,MI,Koblenz,16021432,schlecht
RP,MI,Koblenz,16021474,schlecht
SL,SW,Saarbrücken,16021548,schlecht
SL,SW,Saarbrücken,16021560,schlecht
SL,SW,Saarbrücken,16021566,mangelhaft
SL,SW,Saarbrücken,16021656,schlecht
SL,SW,Saarbrücken,16021659,mangelhaft
SL,SW,Saarbrücken,16021678,schlecht
RP,SW,Saarbrücken,16021695,mangelhaft
RP,MI,Mainz,16021706,schlecht
BW,SW,Freiburg,16021783,schlecht
BW,SW,Ulm,16021796,schlecht
BW,SW,Ulm,16021799,mangelhaft
BW,SW,Freiburg,16021802,mangelhaft
BW,SW,Freiburg,16021810,schlecht
BW,SW,Freiburg,16021817,schlecht
BW,SW,Freiburg,16021820,schlecht
RP,MI,Koblenz,16021873,schlecht
RP,MI,Koblenz,16021881,schlecht
SL,SW,Saarbrücken,16021933,mangelhaft
RP,SW,Saarbrücken,16021981,schlecht
RP,SW,Saarbrücken,16021994,schlecht
RP,SW,Saarbrücken,16022040,mangelhaft
RP,MI,Koblenz,16022057,schlecht
RP,MI,Koblenz,16022067,schlecht
RP,MI,Koblenz,16022081,schlecht
SL,SW,Saarbrücken,16022145,schlecht
SL,SW,Saarbrücken,16022167,mangelhaft
RP,MI,Mainz,16022216,schlecht
RP,MI,Koblenz,16022283,mangelhaft
SL,SW,Saarbrücken,16022323,schlecht
BW,SW,Ulm,16022374,schlecht
BW,SW,Ulm,16022377,schlecht
SL,SW,Saarbrücken,16022432,schlecht
BW,SW,Stuttgart,16022457,mangelhaft
BW,SW,Stuttgart,16022512,mangelhaft
RP,MI,Koblenz,16022548,mangelhaft
RP,MI,Koblenz,16022579,schlecht
RP,MI,Koblenz,16022583,schlecht
BW,SW,Freiburg,16022619,mangelhaft
SL,SW,Saarbrücken,16022646,schlecht
BW,SW,Ulm,16022707,mangelhaft
BW,SW,Freiburg,16022878,mangelhaft
BW,SW,Ulm,16022912,schlecht
BW,SW,Stuttgart,16022914,schlecht
BW,SW,Stuttgart,16022927,schlecht
BW,SW,Stuttgart,16022949,einschränkend
BW,SW,Ulm,16022998,mangelhaft
BW,SW,Ulm,16023031,schlecht
BW,SW,Stuttgart,16023033,schlecht
BW,SW,Freiburg,16023184,schlecht
BW,SW,Freiburg,16023185,schlecht
BW,SW,Stuttgart,16023188,schlecht
BW,SW,Freiburg,16023196,schlecht
BW,SW,Stuttgart,16023198,schlecht
BW,SW,Stuttgart,16023199,schlecht
BW,SW,Freiburg,16023251,schlecht
BW,SW,Ulm,16023310,schlecht
BW,SW,Stuttgart,16023324,mangelhaft
BW,SW,Ulm,16023331,schlecht
BW,SW,Ulm,16023363,schlecht
BW,SW,Stuttgart,16023398,schlecht
NW,W,Hagen,16023410,schlecht
NI,N,Hamburg,16023543,mangelhaft
HH,N,Hamburg,16023565,mangelhaft
HE,MI,Frankfurt (Main),16023648,mangelhaft
RP,MI,Koblenz,16023790,schlecht
HE,MI,Frankfurt (Main),16023818,mangelhaft
HE,W,Hagen,16023840,schlecht
NW,W,Hagen,16023881,mangelhaft
NW,W,Hagen,16023915,schlecht
NW,W,Hagen,16023916,schlecht
NI,N,Bremen,16023938,mangelhaft
HE,MI,Kassel,16024015,schlecht
BY,S,Nürnberg,16024183,mangelhaft
BY,S,Augsburg,16024228,schlecht
BY,S,Augsburg,16024327,schlecht
NI,N,Hannover,16024409,mangelhaft
HE,N,Hannover,16024457,schlecht
BW,SW,Freiburg,16024485,schlecht
BY,S,Regensburg,16024518,mangelhaft
BY,S,Augsburg,16024550,mangelhaft
RP,SW,Karlsruhe,16024565,mangelhaft
RP,SW,Karlsruhe,16024607,mangelhaft
RP,SW,Karlsruhe,16024614,mangelhaft
BY,S,München,16024649,mangelhaft
BY,S,Augsburg,16024663,schlecht
RP,SW,Karlsruhe,16024735,schlecht
RP,SW,Karlsruhe,16024942,schlecht
BW,SW,Freiburg,16024959,mangelhaft
NI,N,Hannover,16025236,mangelhaft
HE,MI,Frankfurt (Main),16025269,schlecht
RP,SW,Karlsruhe,16025302,mangelhaft
RP,MI,Mainz,16025334,schlecht
BW,SW,Stuttgart,16025489,schlecht
NW,W,Hagen,16025518,schlecht
SH,N,Kiel,16025544,mangelhaft
HE,MI,Mainz,16025597,schlecht
NI,N,Hannover,16025632,mangelhaft
NI,N,Hannover,16025637,schlecht
NI,N,Hannover,16025639,mangelhaft
NI,N,Hannover,16025647,schlecht
HE,MI,Kassel,16025683,schlecht
NW,W,Hagen,16025713,mangelhaft
BW,SW,Freiburg,16027128,einschränkend
BE,O,Berlin,16027198,schlecht
BE,O,Berlin,16027211,schlecht
BE,O,Berlin,16027226,schlecht
BE,O,Berlin,16027259,schlecht
BE,O,Berlin,16027272,schlecht
BE,O,Berlin,16027273,mangelhaft
BE,O,Berlin,16027279,mangelhaft
BE,O,Berlin,16027280,mangelhaft
BB,O,Cottbus,16027287,mangelhaft
BB,O,Cottbus,16027300,mangelhaft
BB,O,Cottbus,16027303,schlecht
BE,O,Berlin,16027307,schlecht
BB,O,Cottbus,16027315,mangelhaft
BB,O,Cottbus,16027316,mangelhaft
BB,O,Berlin,16027328,schlecht
BB,O,Berlin,16027330,schlecht
BB,O,Berlin,16027332,schlecht
BB,O,Berlin,16027333,schlecht
BB,O,Berlin,16027334,schlecht
BB,O,Berlin,16027336,schlecht
BB,O,Berlin,16027356,mangelhaft
BE,O,Berlin,16027380,schlecht
BB,O,Berlin,16027393,schlecht
BB,O,Berlin,16027395,schlecht
BB,O,Berlin,16027400,mangelhaft
BE,O,Berlin,16027405,schlecht
BB,O,Berlin,16027411,mangelhaft
BE,O,Berlin,16027421,mangelhaft
BE,O,Berlin,16027422,mangelhaft
BB,O,Berlin,16027430,mangelhaft
BB,O,Berlin,16027434,schlecht
BB,O,Berlin,16027437,mangelhaft
BE,O,Berlin,16027443,mangelhaft
BE,O,Berlin,16027455,schlecht
BE,O,Berlin,16027460,mangelhaft
BB,O,Berlin,16027476,mangelhaft
BE,O,Berlin,16027483,mangelhaft
BE,O,Berlin,16027527,mangelhaft
BE,O,Berlin,16027561,schlecht
BE,O,Berlin,16027567,schlecht
BE,O,Berlin,16027579,schlecht
BB,O,Berlin,16027638,mangelhaft
BB,O,Berlin,16027640,schlecht
BB,O,Cottbus,16027672,mangelhaft
BB,O,Cottbus,16027673,schlecht
BB,O,Cottbus,16027674,schlecht
BB,O,Cottbus,16027676,schlecht
BE,O,Berlin,16027690,mangelhaft
BE,O,Berlin,16027691,mangelhaft
BB,O,Cottbus,16027717,mangelhaft
BB,O,Cottbus,16027723,schlecht
BB,O,Cottbus,16027732,schlecht
BB,O,Cottbus,16027739,schlecht
BB,O,Cottbus,16027750,schlecht
BB,O,Cottbus,16027756,mangelhaft
BB,O,Berlin,16027779,schlecht
BB,O,Berlin,16027809,schlecht
BE,O,Berlin,16027816,schlecht
BE,O,Berlin,16027833,mangelhaft
BB,O,Berlin,16027837,mangelhaft
BB,O,Berlin,16027858,schlecht
BE,O,Berlin,16027945,schlecht
BB,O,Berlin,16027961,mangelhaft
BE,O,Berlin,16028053,schlecht
BE,O,Berlin,16028055,mangelhaft
BB,O,Cottbus,16028066,mangelhaft
BE,O,Berlin,16028072,mangelhaft
BB,O,Cottbus,16028079,schlecht
BE,O,Berlin,16028105,schlecht
BE,O,Berlin,16028269,schlecht
BE,O,Berlin,16028290,mangelhaft
BE,O,Berlin,16028343,mangelhaft
BE,O,Berlin,16028345,mangelhaft
BE,O,Berlin,16028346,mangelhaft
BE,O,Berlin,16028347,mangelhaft
BE,O,Berlin,16028348,schlecht
BE,O,Berlin,16028351,schlecht
BE,O,Berlin,16028352,schlecht
BE,O,Berlin,16028359,mangelhaft
BE,O,Berlin,16028361,schlecht
BE,O,Berlin,16028362,schlecht
BE,O,Berlin,16028363,schlecht
BE,O,Berlin,16028365,schlecht
BE,O,Berlin,16028371,schlecht
BE,O,Berlin,16028373,mangelhaft
BE,O,Berlin,16028375,schlecht
BE,O,Berlin,16028381,mangelhaft
BE,O,Berlin,16028407,schlecht
BE,O,Berlin,16028432,mangelhaft
BE,O,Berlin,16028460,schlecht
BE,O,Berlin,16028469,schlecht
BE,O,Berlin,16028488,schlecht
BE,O,Berlin,16028493,schlecht
BE,O,Berlin,16028536,mangelhaft
BB,O,Cottbus,16028565,mangelhaft
BB,O,Cottbus,16028594,schlecht
BB,O,Cottbus,16028619,schlecht
BB,O,Cottbus,16028624,schlecht
BB,SO,Dresden,16028630,mangelhaft
BB,O,Cottbus,16028633,mangelhaft
BB,SO,Leipzig,16028721,einschränkend
SN,SO,Dresden,16028739,mangelhaft
BB,SO,Dresden,16028757,schlecht
BB,SO,Dresden,16028758,schlecht
BB,SO,Dresden,16028766,schlecht
BB,O,Cottbus,16028814,schlecht
BB,O,Cottbus,16028826,schlecht
BB,O,Cottbus,16028873,mangelhaft
SN,SO,Dresden,16028980,schlecht
SN,SO,Dresden,16028981,schlecht
SN,SO,Dresden,16028982,schlecht
SN,SO,Dresden,16029026,schlecht
SN,SO,Dresden,16029042,schlecht
SN,SO,Dresden,16029043,schlecht
SN,SO,Dresden,16029046,schlecht
SN,SO,Dresden,16029090,schlecht
SN,SO,Dresden,16029121,schlecht
SN,SO,Zwickau,16029128,schlecht
SN,SO,Dresden,16029187,schlecht
SN,SO,Dresden,16029196,schlecht
SN,SO,Dresden,16029297,schlecht
SN,SO,Dresden,16029299,schlecht
SN,SO,Dresden,16029390,mangelhaft
SN,SO,Dresden,16029450,schlecht
SN,SO,Dresden,16029496,schlecht
SN,SO,Zwickau,16029528,schlecht
SN,SO,Dresden,16029597,schlecht
SN,SO,Dresden,16029891,mangelhaft
SN,SO,Dresden,16029897,schlecht
SN,SO,Dresden,16029967,schlecht
SN,SO,Dresden,16030008,mangelhaft
SN,SO,Dresden,16030054,mangelhaft
SN,SO,Dresden,16030057,schlecht
SN,SO,Dresden,16030072,mangelhaft
SN,SO,Dresden,16030089,schlecht
SN,SO,Dresden,16030265,schlecht
SN,SO,Dresden,16030279,schlecht
SN,SO,Zwickau,16030347,schlecht
SN,SO,Erzgebirge (RNI),16030598,schlecht
SN,SO,Zwickau,16030694,mangelhaft
SN,SO,Zwickau,16030735,schlecht
SN,SO,Zwickau,16030741,schlecht
SN,SO,Zwickau,16030750,schlecht
SN,SO,Zwickau,16030780,schlecht
SN,SO,Zwickau,16031105,schlecht
SN,SO,Zwickau,16031109,schlecht
SN,SO,Zwickau,16031110,schlecht
SN,SO,Zwickau,16031120,mangelhaft
SN,SO,Zwickau,16031153,mangelhaft
SN,SO,Erzgebirge (RNI),16031180,schlecht
SN,SO,Zwickau,16031231,schlecht
SN,SO,Zwickau,16031241,schlecht
SN,SO,Zwickau,16031264,mangelhaft
TH,SO,Zwickau,16031300,schlecht
TH,SO,Zwickau,16031305,mangelhaft
SN,SO,Zwickau,16031334,mangelhaft
SN,SO,Zwickau,16031351,mangelhaft
SN,SO,Zwickau,16031352,schlecht
TH,SO,Leipzig,16031381,schlecht
TH,SO,Leipzig,16031383,schlecht
SN,SO,Zwickau,16031419,schlecht
SN,SO,Erzgebirge (RNI),16031546,mangelhaft
SN,SO,Zwickau,16031556,mangelhaft
ST,SO,Erfurt,16031614,schlecht
ST,SO,Erfurt,16031639,schlecht
TH,SO,Erfurt,16031765,schlecht
TH,SO,Erfurt,16031766,mangelhaft
TH,SO,Halle,16031890,schlecht
TH,SO,Halle,16031891,schlecht
TH,SO,Erfurt,16031950,schlecht
TH,SO,Erfurt,16032051,schlecht
TH,SO,Halle,16032070,mangelhaft
TH,SO,Erfurt,16032166,schlecht
ST,SO,Erfurt,16032198,schlecht
TH,SO,Erfurt,16032231,mangelhaft
TH,SO,Erfurt,16032232,mangelhaft
TH,SO,Erfurt,16032233,schlecht
ST,SO,Erfurt,16032247,schlecht
ST,SO,Erfurt,16032259,schlecht
ST,SO,Erfurt,16032260,mangelhaft
TH,SO,Erfurt,16032265,schlecht
TH,SO,Erfurt,16032290,schlecht
TH,SO,Halle,16032348,mangelhaft
TH,SO,Erfurt,16032410,mangelhaft
TH,SO,Erfurt,16032411,schlecht
TH,SO,Erfurt,16032421,mangelhaft
TH,SO,Erfurt,16032425,schlecht
TH,SO,Erfurt,16032475,mangelhaft
TH,SO,Erfurt,16032525,schlecht
TH,SO,Erfurt,16032544,mangelhaft
TH,SO,Oberweißbacher Ber,gb. (RN16I)032570,schlecht
ST,SO,Erfurt,16032635,schlecht
TH,SO,Erfurt,16032753,mangelhaft
TH,SO,Erfurt,16032780,mangelhaft
TH,SO,Erfurt,16032782,mangelhaft
TH,SO,Erfurt,16032885,schlecht
TH,SO,Erfurt,16032908,schlecht
TH,SO,Erfurt,16032922,schlecht
TH,SO,Erfurt,16032927,mangelhaft
TH,SO,Erfurt,16032956,schlecht
TH,SO,Erfurt,16032961,schlecht
TH,SO,Erfurt,16032990,schlecht
TH,SO,Erfurt,16032999,schlecht
TH,SO,Erfurt,16033037,schlecht
ST,SO,Erfurt,16033090,mangelhaft
SN,SO,Leipzig,16033430,schlecht
BB,SO,Leipzig,16033442,schlecht
ST,SO,Leipzig,16033467,schlecht
SN,SO,Leipzig,16033538,schlecht
SN,SO,Leipzig,16033573,schlecht
SN,SO,Leipzig,16033578,mangelhaft
SN,SO,Leipzig,16033579,mangelhaft
SN,SO,Leipzig,16033580,schlecht
SN,SO,Leipzig,16033595,schlecht
SN,SO,Leipzig,16033614,schlecht
SN,SO,Leipzig,16033628,mangelhaft
SN,SO,Leipzig,16033633,schlecht
SN,SO,Leipzig,16033639,schlecht
SN,SO,Leipzig,16033652,schlecht
SN,SO,Leipzig,16033665,schlecht
SN,SO,Leipzig,16033667,mangelhaft
ST,SO,Halle,16033701,schlecht
ST,SO,Halle,16033721,schlecht
SN,SO,Leipzig,16033747,schlecht
ST,SO,Halle,16033863,mangelhaft
ST,SO,Halle,16033875,schlecht
ST,SO,Halle,16033919,schlecht
ST,SO,Halle,16033920,schlecht
ST,SO,Halle,16033921,schlecht
ST,SO,Halle,16033922,mangelhaft
ST,SO,Halle,16033925,mangelhaft
ST,SO,Leipzig,16033948,mangelhaft
TH,SO,Leipzig,16033982,mangelhaft
TH,SO,Leipzig,16033989,mangelhaft
SN,SO,Leipzig,16034042,schlecht
SN,SO,Leipzig,16034096,mangelhaft
SN,SO,Leipzig,16034102,schlecht
ST,SO,Leipzig,16034111,mangelhaft
ST,SO,Magdeburg,16034306,schlecht
ST,SO,Magdeburg,16034330,schlecht
ST,SO,Magdeburg,16034331,schlecht
ST,SO,Magdeburg,16034433,schlecht
ST,SO,Magdeburg,16034546,schlecht
ST,SO,Magdeburg,16034550,mangelhaft
ST,SO,Magdeburg,16034551,mangelhaft
ST,SO,Magdeburg,16034563,mangelhaft
ST,SO,Magdeburg,16034594,schlecht
ST,SO,Magdeburg,16034622,mangelhaft
ST,SO,Magdeburg,16034623,mangelhaft
ST,SO,Magdeburg,16034625,schlecht
ST,SO,Magdeburg,16034635,schlecht
ST,SO,Magdeburg,16034720,mangelhaft
BB,SO,Magdeburg,16034731,schlecht
ST,SO,Magdeburg,16034866,schlecht
ST,SO,Magdeburg,16034871,mangelhaft
ST,SO,Magdeburg,16034937,schlecht
ST,SO,Magdeburg,16035015,schlecht
ST,SO,Magdeburg,16035049,schlecht
ST,SO,Magdeburg,16035050,schlecht
BB,O,Neustrelitz,16035146,schlecht
MV,O,Neustrelitz,16035159,mangelhaft
MV,O,Neustrelitz,16035171,mangelhaft
MV,O,Neustrelitz,16035183,schlecht
BB,O,Neustrelitz,16035323,mangelhaft
MV,O,Neustrelitz,16035334,mangelhaft
BB,O,Neustrelitz,16035343,mangelhaft
BB,O,Neustrelitz,16035344,schlecht
MV,O,Neustrelitz,16035352,mangelhaft
MV,O,Schwerin,16035450,mangelhaft
MV,O,Schwerin,16035451,mangelhaft
MV,N,Kiel,16035454,schlecht
MV,O,Schwerin,16035492,schlecht
MV,O,Schwerin,16035494,schlecht
ST,O,Schwerin,16035518,schlecht
MV,O,Schwerin,16035525,schlecht
MV,O,Schwerin,16035588,mangelhaft
BB,O,Schwerin,16035651,mangelhaft
MV,O,Schwerin,16035749,schlecht
MV,O,Schwerin,16035768,schlecht
BE,O,Berlin,16036894,schlecht
BE,O,Berlin,16036897,schlecht
BE,O,Berlin,16036900,mangelhaft
BE,O,Berlin,16036956,schlecht
BE,O,Berlin,16036965,schlecht
BE,O,Berlin,16039552,schlecht
NW,W,Köln,16039689,schlecht
SN,SO,Dresden,16040527,schlecht
TH,SO,Erfurt,16040741,mangelhaft
BY,S,Nürnberg,16040816,schlecht
BY,S,Nürnberg,16040817,schlecht
BW,SW,Karlsruhe,16040914,mangelhaft
